machine_type,operating_hours,temperature_c,vibration_mm_s,pressure_bar,days_since_maintenance,shift,environment,error_count_30d,energy_kw,failure_next_7_days
B,3506,66.01,3.75,6.84,71,tarde,seco,2,41.54,0
A,5703,67.51,,6.15,172,noche,humedo,2,44.13,0
B,6852,66.85,1.91,6.55,33,noche,seco,3,29.69,0
A,4719,67.5,4.94,5.99,147,noche,seco,3,45.96,0
B,9936,69.52,5.98,5.55,92,tarde,humedo,3,31.25,0
B,3283,58.77,5.24,4.86,61,noche,humedo,1,43.97,1
A,7280,63.4,4.31,7.11,64,manana,humedo,3,44.8,0
A,8237,71.34,3.6,7.46,60,noche,polvoriento,2,42.04,0
A,7005,75.01,3.66,6.08,140,manana,humedo,1,39.11,0
A,3957,67.15,4.71,7.42,127,manana,seco,3,56.15,0
A,4817,60.99,3.33,6.54,82,noche,polvoriento,2,42.05,0
A,4498,72.86,3.77,7.2,71,noche,polvoriento,2,52.5,0
C,9479,80.44,5.0,6.91,75,noche,humedo,2,61.2,0
C,2966,90.88,3.75,6.46,55,tarde,seco,1,53.05,0
B,1699,63.33,3.08,4.85,207,manana,seco,3,44.89,0
A,5878,83.95,4.69,7.08,111,noche,seco,1,37.93,0
C,6797,81.9,5.06,7.46,110,manana,humedo,2,46.97,0
C,5429,80.47,4.16,6.93,140,manana,humedo,1,60.86,1
A,7455,60.75,4.22,5.98,45,manana,humedo,3,42.15,0
A,5127,69.51,4.62,6.02,26,noche,humedo,2,45.0,0
A,4784,62.07,,7.05,38,noche,polvoriento,2,49.85,0
C,3976,76.64,2.35,7.78,104,manana,seco,0,48.64,0
B,6470,63.0,3.78,6.19,80,tarde,seco,4,42.85,0
B,200,60.27,2.75,6.02,43,manana,seco,2,41.07,0
B,7050,70.95,3.04,6.66,48,tarde,humedo,0,45.46,0
B,6798,76.85,3.52,6.55,120,manana,seco,1,50.74,0
A,3445,62.34,4.08,6.25,84,noche,humedo,4,54.34,0
A,2746,83.08,2.09,6.31,96,tarde,seco,0,44.99,0
B,2974,66.91,2.62,6.52,156,tarde,seco,4,66.36,0
B,2891,73.29,5.53,6.97,71,tarde,humedo,3,47.69,1
A,3272,84.19,5.08,7.09,155,tarde,humedo,2,51.64,0
A,7261,63.82,3.79,6.21,51,noche,humedo,2,43.53,0
A,4520,62.5,3.27,6.6,116,noche,polvoriento,4,54.75,0
A,4731,69.89,4.48,5.85,98,noche,seco,1,32.37,0
C,6213,60.76,5.71,,31,manana,seco,3,56.01,0
B,3236,70.77,2.54,5.29,88,manana,seco,0,41.56,0
A,1271,77.26,2.54,7.71,66,tarde,humedo,3,48.26,0
B,3527,70.89,3.39,6.31,104,manana,humedo,1,46.48,0
A,5963,62.0,4.44,7.74,63,tarde,humedo,3,53.91,0
A,1970,69.16,2.2,8.09,69,tarde,seco,2,42.99,0
B,3576,57.58,4.26,5.64,167,manana,seco,3,43.01,0
C,6710,57.32,4.43,5.33,136,tarde,seco,5,45.65,0
C,2410,79.45,4.59,6.01,47,manana,humedo,1,44.07,0
A,4140,59.6,3.7,6.38,68,manana,seco,3,44.18,0
B,3481,82.21,,5.7,71,manana,seco,2,41.82,0
A,2480,81.6,3.04,6.59,62,manana,seco,2,44.84,0
A,5455,67.43,5.77,6.7,152,tarde,seco,3,37.22,0
C,5789,58.68,3.44,5.48,179,manana,seco,0,49.0,0
C,5250,61.01,5.35,5.75,87,manana,seco,1,48.29,0
A,3298,65.42,2.52,6.91,105,manana,seco,4,41.09,0
C,7003,74.05,3.78,6.53,25,manana,humedo,4,54.03,0
B,4615,63.83,2.68,5.37,18,noche,polvoriento,7,40.18,0
B,3199,70.46,4.31,6.63,20,manana,seco,2,41.33,0
B,6488,75.12,4.13,5.61,105,noche,seco,2,38.38,0
C,5617,92.2,5.41,6.33,69,manana,polvoriento,1,58.16,0
A,1294,61.35,2.4,5.33,227,tarde,seco,1,34.13,0
A,4997,58.3,3.92,5.22,157,manana,seco,2,44.53,0
C,7368,83.61,6.55,5.58,174,manana,seco,4,52.03,1
A,4514,62.2,3.32,6.57,116,noche,polvoriento,4,54.41,0
A,4779,55.93,4.3,5.93,194,manana,humedo,3,48.44,0
C,5393,64.62,4.18,5.74,54,manana,seco,1,47.07,0
A,2738,70.1,5.27,7.03,28,manana,seco,3,45.24,1
B,6570,69.09,3.48,4.99,76,tarde,seco,4,47.7,0
A,6382,65.51,5.36,5.71,50,noche,humedo,1,33.87,0
A,6535,68.53,2.72,,123,manana,seco,2,48.39,0
A,8462,59.57,3.92,6.72,63,noche,seco,1,53.02,0
A,8227,74.13,5.35,5.99,92,tarde,seco,3,49.36,0
A,6831,66.97,4.28,6.5,64,noche,humedo,3,43.13,0
C,6164,66.04,5.41,6.82,111,noche,seco,2,59.56,0
A,7132,85.54,3.08,5.8,58,noche,polvoriento,3,49.07,0
C,2109,79.93,2.73,5.31,105,tarde,polvoriento,0,51.99,0
B,3838,64.96,3.15,6.68,120,tarde,,3,47.27,0
A,3860,76.04,1.28,6.75,94,tarde,seco,1,50.76,0
A,599,76.41,3.24,5.77,113,manana,seco,4,34.97,0
A,7508,66.84,3.59,6.65,71,tarde,seco,1,53.41,0
C,7288,74.43,4.17,,98,noche,seco,2,56.21,0
A,5194,77.26,4.36,6.95,50,manana,humedo,2,48.11,0
B,4417,74.61,3.49,5.32,91,manana,seco,0,37.84,0
B,5046,57.84,5.18,7.86,25,noche,seco,3,48.8,0
A,3999,73.5,2.73,6.93,93,noche,seco,1,47.92,0
C,9518,79.9,4.53,5.46,146,manana,humedo,0,49.16,0
A,3035,87.62,2.02,6.47,140,tarde,humedo,5,43.77,0
A,11892,86.15,4.87,6.14,148,noche,seco,1,59.87,0
B,2370,66.24,3.28,,104,tarde,polvoriento,3,36.51,0
B,7781,61.02,4.01,,25,tarde,polvoriento,3,49.66,0
C,6253,84.27,4.84,6.69,44,manana,seco,1,42.23,0
A,5997,75.53,3.68,6.44,111,manana,seco,0,47.06,0
C,682,69.57,3.91,6.55,119,noche,,1,47.68,0
A,5042,66.09,3.73,5.45,26,manana,humedo,3,47.84,0
A,3750,84.92,5.61,7.09,78,noche,seco,1,39.29,0
B,4181,68.65,3.39,5.91,152,tarde,seco,4,37.97,0
C,8893,61.85,5.79,5.89,49,noche,polvoriento,3,47.08,1
A,7011,80.1,3.22,6.56,31,tarde,seco,4,42.08,0
A,4454,64.47,3.18,7.98,29,tarde,humedo,2,56.22,0
A,3467,71.93,4.23,6.41,75,manana,polvoriento,1,55.69,0
C,4392,65.22,5.24,7.15,107,noche,seco,1,50.31,0
C,3848,61.72,3.72,5.81,76,tarde,seco,2,63.17,0
A,7310,83.39,3.74,6.62,46,manana,humedo,1,48.28,0
A,2358,73.04,2.73,,105,noche,humedo,2,50.04,0
A,4466,72.63,4.12,7.63,158,tarde,seco,2,43.98,1
A,1866,74.27,4.64,5.9,116,noche,humedo,3,60.73,0
C,3402,76.28,4.52,7.63,72,tarde,polvoriento,1,54.05,0
A,4098,67.29,3.59,7.88,124,manana,humedo,4,46.9,0
A,4496,65.56,3.13,6.14,76,tarde,seco,3,43.44,1
C,7997,74.09,4.29,7.14,53,noche,seco,2,45.21,0
B,5924,74.76,1.68,6.71,41,manana,seco,2,45.88,0
B,6247,74.48,3.6,6.59,187,tarde,seco,1,41.76,0
A,6697,65.45,3.58,5.52,42,tarde,seco,3,37.47,0
A,7116,68.08,3.11,8.1,58,tarde,humedo,2,40.73,0
B,6114,70.09,3.29,5.85,93,noche,polvoriento,3,41.17,0
A,2881,67.87,2.99,6.22,159,noche,humedo,4,49.04,0
B,4789,60.45,2.33,6.77,132,manana,seco,4,39.02,1
B,4157,81.86,2.26,4.5,83,noche,seco,1,33.97,0
B,5237,53.67,4.39,6.18,47,tarde,seco,2,53.62,0
A,4017,73.14,2.21,6.23,116,manana,seco,2,47.83,0
B,3232,76.83,3.92,6.35,115,manana,humedo,1,56.88,0
C,6753,57.46,4.43,5.35,135,tarde,seco,5,46.01,0
C,999,66.53,4.13,7.48,193,manana,seco,2,50.63,0
C,6676,68.25,3.73,6.32,144,tarde,humedo,3,48.7,1
C,4683,87.98,3.23,6.4,67,manana,seco,3,50.07,0
B,2010,65.6,3.53,7.58,93,manana,seco,2,44.45,0
A,3728,75.84,4.16,7.59,114,manana,seco,1,45.79,0
B,6759,76.93,3.5,6.54,119,manana,seco,1,50.49,0
B,6755,75.54,7.02,5.9,21,tarde,humedo,3,42.06,0
A,2850,67.8,3.02,6.23,159,noche,humedo,4,49.07,0
B,5392,84.18,4.55,6.54,186,tarde,seco,2,43.74,0
B,7738,76.93,3.56,6.1,133,tarde,humedo,2,39.11,0
A,4609,61.2,2.76,6.01,28,tarde,seco,2,36.74,0
A,5262,62.28,3.92,6.68,112,noche,seco,1,41.3,0
A,5267,52.54,4.9,6.64,119,tarde,seco,3,49.34,0
B,5721,70.35,4.03,6.07,48,tarde,humedo,4,36.27,0
B,7330,76.85,4.77,6.21,68,tarde,polvoriento,0,43.01,0
C,8722,67.4,4.11,6.47,18,manana,seco,2,49.63,0
C,6790,68.88,5.5,6.11,20,manana,seco,3,45.41,0
B,6860,64.59,4.44,6.61,36,manana,seco,2,56.42,0
C,2846,71.89,3.1,6.14,98,noche,seco,2,50.43,0
A,200,58.39,1.87,7.7,52,tarde,seco,1,38.73,0
A,7117,79.73,4.6,5.79,106,manana,seco,2,32.73,1
A,4064,81.67,3.73,7.04,128,noche,seco,1,54.56,0
B,8705,72.26,2.39,4.74,43,manana,humedo,3,48.0,0
A,6727,85.81,4.85,6.18,25,tarde,seco,1,40.59,0
A,5023,62.4,2.52,6.79,36,noche,polvoriento,2,39.03,0
A,6350,67.96,4.56,7.37,177,tarde,seco,4,40.98,1
A,6679,75.14,3.89,5.45,281,manana,seco,4,45.38,0
A,4854,78.52,2.82,6.92,42,tarde,seco,3,36.78,0
A,5622,57.25,4.99,5.18,45,tarde,seco,3,46.88,0
A,5010,91.86,2.42,6.56,158,noche,polvoriento,3,55.71,0
A,2646,62.0,2.37,5.93,113,tarde,polvoriento,3,43.77,1
B,6899,65.85,,6.22,50,manana,humedo,4,47.01,0
B,5539,69.37,5.1,5.83,105,noche,humedo,3,45.47,0
A,6948,74.83,3.67,6.08,140,manana,humedo,1,39.58,0
B,2413,68.91,3.85,5.75,93,noche,polvoriento,0,40.53,0
C,3683,74.07,3.81,6.47,19,manana,polvoriento,3,52.15,0
B,5769,65.55,,4.68,166,tarde,seco,1,43.99,0
C,5734,78.67,,6.81,134,tarde,polvoriento,1,48.35,0
B,4745,69.59,2.88,6.17,56,tarde,polvoriento,1,41.28,0
B,6948,76.74,3.21,6.85,46,manana,seco,1,38.62,0
B,7371,81.18,3.07,6.62,79,manana,polvoriento,7,45.1,0
A,1243,61.4,2.36,5.34,227,tarde,seco,1,34.26,0
A,217,50.94,3.1,6.3,113,tarde,seco,1,39.16,0
B,3377,59.76,4.78,5.96,55,tarde,seco,4,45.96,0
B,7428,81.3,3.1,6.63,78,manana,polvoriento,7,44.99,0
B,4654,64.48,2.71,5.35,20,noche,polvoriento,7,39.68,0
A,1572,68.35,3.91,6.98,9,noche,humedo,2,37.03,0
B,5298,75.5,3.59,,51,tarde,polvoriento,3,45.32,0
B,1187,58.61,1.88,5.77,119,noche,polvoriento,3,58.17,0
C,7443,67.06,4.55,5.1,61,noche,seco,3,55.05,0
C,6179,65.9,5.4,6.8,109,noche,seco,2,59.8,0
A,5523,69.64,3.4,5.95,18,manana,seco,1,47.35,0
B,4650,72.03,1.88,6.45,118,noche,polvoriento,2,52.26,0
C,10265,64.05,4.5,6.45,53,tarde,polvoriento,2,43.72,0
A,2487,68.12,4.18,7.34,74,manana,polvoriento,0,52.33,0
A,2871,78.47,4.57,6.72,43,tarde,humedo,1,52.58,0
A,200,74.0,2.02,7.01,70,manana,humedo,2,44.06,0
A,9807,66.98,4.04,6.46,147,noche,humedo,2,62.09,0
B,11740,66.46,2.18,6.69,298,tarde,seco,7,41.17,0
B,6763,70.03,3.84,6.66,38,noche,seco,1,43.16,0
B,4761,69.43,2.89,6.17,57,tarde,polvoriento,1,41.51,0
A,5118,80.23,3.91,5.78,11,manana,seco,4,52.47,0
B,3764,56.08,3.36,6.02,69,noche,polvoriento,3,38.51,1
B,200,74.83,2.38,5.63,88,manana,seco,2,39.37,0
B,3782,65.41,3.2,5.89,156,manana,polvoriento,2,30.79,0
A,5898,64.96,3.6,6.42,64,tarde,humedo,3,34.07,0
B,4273,75.72,4.27,6.1,109,manana,polvoriento,2,47.47,1
C,3207,70.65,4.29,7.58,81,noche,humedo,2,48.1,0
A,3523,65.44,4.41,7.44,71,manana,seco,2,53.07,0
B,2951,67.32,3.55,5.89,49,manana,humedo,0,55.94,0
A,7311,72.22,4.04,7.27,84,manana,polvoriento,2,47.83,0
A,6579,78.99,,6.1,80,noche,polvoriento,0,41.17,0
C,6863,75.59,3.09,8.33,86,tarde,polvoriento,2,54.81,0
A,6966,80.54,3.25,6.59,32,tarde,seco,4,42.74,0
B,2649,66.83,4.51,6.07,22,tarde,seco,1,35.71,0
A,7359,69.59,2.89,5.37,101,tarde,polvoriento,5,33.32,0
A,8485,75.31,2.39,5.65,142,noche,humedo,1,32.22,0
B,3050,72.49,3.97,6.84,72,noche,seco,0,51.02,0
A,6919,56.77,3.92,5.36,19,noche,seco,4,44.54,0
A,7765,69.76,4.47,7.27,65,tarde,seco,0,53.71,0
A,7547,72.91,4.38,6.55,95,tarde,seco,4,50.04,0
A,200,74.89,4.94,6.23,142,manana,seco,1,47.59,0
C,6638,72.81,3.92,5.7,24,noche,polvoriento,1,60.52,0
B,9743,55.93,5.3,5.81,134,manana,seco,3,45.16,0
A,6690,68.51,3.56,6.59,58,noche,humedo,5,42.14,0
C,4221,77.71,4.35,5.77,59,manana,seco,1,44.54,0
C,3310,81.35,3.97,7.46,53,manana,humedo,1,30.46,0
C,6076,88.64,5.51,6.44,70,tarde,humedo,2,45.54,0
A,2455,73.87,1.9,5.94,133,tarde,seco,0,48.34,0
A,6047,62.16,4.44,7.74,67,tarde,humedo,3,54.47,0
C,5968,78.57,6.24,6.69,179,tarde,humedo,2,49.32,0
A,10054,59.76,4.76,5.6,47,tarde,seco,2,54.61,0
B,2775,70.24,4.82,6.1,166,manana,seco,1,51.32,0
B,4746,70.99,2.94,6.42,104,manana,seco,1,53.53,0
B,5394,84.7,4.27,5.94,70,tarde,seco,1,58.17,0
A,4795,60.2,2.65,6.63,95,noche,seco,3,47.24,1
A,4936,52.52,2.61,6.83,247,manana,polvoriento,1,53.4,0
A,6164,58.54,5.61,6.35,67,noche,humedo,2,52.8,0
A,200,55.19,2.74,6.22,234,tarde,seco,1,41.72,1
B,282,63.24,5.02,5.96,179,tarde,seco,1,54.84,0
C,4460,90.34,5.7,6.25,83,noche,seco,1,52.39,0
B,1335,79.8,4.46,6.26,120,noche,humedo,1,51.78,0
C,4901,68.02,4.26,6.14,84,manana,seco,4,48.48,0
A,3779,60.86,1.3,5.32,47,tarde,seco,2,36.14,0
C,1746,73.47,2.36,6.2,131,manana,seco,3,41.35,0
A,2707,57.75,3.63,5.65,34,manana,seco,5,38.64,0
A,4911,63.99,3.35,6.28,81,manana,humedo,1,42.27,0
B,4339,61.81,4.22,7.15,172,tarde,,1,54.54,0
B,7583,60.27,3.53,7.13,39,noche,seco,1,41.31,0
A,4076,72.18,4.06,6.33,94,manana,humedo,0,42.65,0
C,6294,73.41,4.05,6.22,51,noche,seco,0,42.82,0
A,3658,78.98,1.66,5.37,156,manana,humedo,2,43.36,0
A,5880,73.92,5.4,7.04,57,tarde,seco,5,42.24,1
C,6424,67.01,4.71,7.48,74,manana,polvoriento,2,66.28,0
B,4061,68.67,3.41,5.93,155,tarde,seco,4,37.66,0
A,5247,67.34,3.63,5.81,78,noche,humedo,1,44.87,0
A,1604,65.5,4.25,7.03,79,manana,seco,1,49.35,0
A,2438,68.13,4.18,7.38,71,manana,polvoriento,0,52.1,0
B,4818,70.14,3.86,,32,manana,polvoriento,5,43.75,0
B,7203,65.91,4.9,6.65,57,manana,seco,1,47.31,0
A,6055,73.96,4.56,5.55,99,tarde,seco,4,42.58,0
C,8459,75.3,4.53,7.42,78,manana,seco,3,53.23,0
B,1076,77.71,2.98,5.61,55,noche,seco,3,35.65,0
B,6788,71.87,5.01,4.84,38,manana,seco,2,50.22,0
B,6737,67.87,4.25,5.77,47,noche,seco,0,49.11,0
A,6389,67.82,2.74,,124,manana,seco,2,48.97,0
B,6007,64.0,5.26,6.5,164,manana,humedo,2,43.51,0
B,2079,74.74,,7.04,74,manana,seco,1,53.46,0
B,6790,77.24,4.55,6.3,36,noche,polvoriento,1,42.57,0
A,4585,57.16,3.77,5.18,151,noche,seco,4,48.07,0
C,3550,65.54,1.79,6.06,143,tarde,seco,2,48.73,0
B,3240,76.58,3.92,6.33,113,manana,humedo,1,56.64,0
A,5000,69.99,3.41,7.23,300,noche,seco,4,50.53,0
C,7901,68.71,3.55,5.59,46,manana,seco,0,59.84,0
B,9927,81.44,5.1,6.16,49,tarde,humedo,0,39.97,0
B,3205,68.52,3.24,6.59,130,manana,polvoriento,3,44.47,0
C,2002,62.26,,6.28,164,manana,humedo,1,41.01,0
B,4923,64.65,2.67,4.33,37,tarde,humedo,3,48.29,0
B,6115,66.45,4.44,6.22,139,noche,humedo,3,51.74,0
B,3269,77.34,3.95,6.34,112,manana,humedo,1,56.87,0
A,6215,60.31,5.19,6.4,222,tarde,humedo,3,45.7,0
C,1745,74.02,2.72,,88,manana,polvoriento,0,43.25,0
B,5921,63.98,5.26,6.5,163,manana,humedo,2,43.62,0
A,8500,75.25,2.39,5.64,140,noche,humedo,1,32.17,0
A,4499,75.57,5.91,6.77,78,manana,seco,2,45.47,1
B,5578,80.8,2.21,6.6,48,manana,humedo,2,41.24,0
B,6449,62.99,3.77,6.2,80,tarde,seco,4,43.17,0
A,4192,77.16,2.92,6.12,22,manana,humedo,0,35.7,0
A,3827,63.98,3.81,6.83,91,noche,humedo,5,41.59,0
A,6283,67.05,3.12,6.63,103,tarde,seco,4,45.75,0
A,843,60.56,2.9,5.39,128,tarde,humedo,1,47.37,0
C,4123,77.02,2.3,7.73,107,manana,seco,0,48.84,0
B,3406,62.86,5.72,6.2,94,noche,seco,1,36.5,0
B,3679,60.2,3.5,5.98,166,noche,seco,3,39.27,0
A,7702,78.31,2.48,6.36,78,tarde,seco,0,41.84,0
C,9045,75.24,4.02,7.36,70,noche,seco,0,61.06,0
A,6508,66.78,,6.83,45,tarde,humedo,1,45.29,0
C,7100,72.85,4.59,8.11,82,manana,seco,3,63.36,0
B,6641,75.78,4.66,6.93,68,tarde,seco,0,41.82,0
A,7529,71.2,4.15,5.74,59,manana,polvoriento,0,40.86,0
A,9910,73.1,3.13,6.66,135,manana,seco,3,40.12,0
A,8434,49.44,4.56,6.99,147,manana,seco,2,40.86,0
C,6352,74.32,4.09,6.33,12,noche,seco,0,50.32,0
B,4453,75.33,4.57,5.19,30,noche,polvoriento,0,55.53,0
B,6060,88.35,4.4,6.05,51,manana,humedo,1,41.58,0
A,3849,69.1,4.59,5.76,71,manana,polvoriento,0,46.82,1
A,8497,68.89,2.92,5.47,94,manana,seco,3,36.41,0
C,7905,78.84,6.78,6.55,94,noche,seco,3,46.87,0
C,4495,79.88,4.68,7.35,133,manana,seco,4,53.02,0
B,5578,61.93,,5.27,72,manana,seco,6,41.7,0
B,4528,68.74,4.04,6.38,50,noche,humedo,3,40.24,0
A,2669,74.36,4.77,6.57,205,noche,seco,3,39.72,1
A,3715,50.41,4.65,5.48,149,manana,seco,0,50.16,0
C,5444,84.3,6.07,5.63,73,noche,humedo,2,45.44,1
B,7788,80.48,4.33,6.07,84,tarde,seco,5,57.93,0
A,5401,67.29,5.68,6.7,150,tarde,seco,3,37.69,0
B,1548,55.59,4.19,7.08,35,noche,polvoriento,3,38.14,0
A,1410,71.01,3.79,6.57,101,manana,polvoriento,1,46.21,0
A,7729,78.04,2.51,6.37,79,tarde,seco,0,41.4,0
B,4331,56.8,3.26,6.9,92,tarde,seco,1,52.42,0
B,3025,62.91,1.26,6.62,61,manana,polvoriento,0,47.12,0
A,200,58.17,3.37,5.67,29,manana,seco,1,50.08,0
A,1259,66.78,1.52,5.89,208,noche,polvoriento,1,25.61,0
C,6190,86.34,4.56,6.72,67,manana,seco,3,43.03,1
A,2736,59.85,3.23,7.56,61,manana,humedo,1,47.2,0
B,5759,64.87,,4.72,168,tarde,seco,1,44.23,0
A,7651,70.11,4.83,5.57,52,tarde,seco,0,44.36,0
C,674,65.83,3.16,6.79,16,tarde,humedo,0,48.72,0
C,6436,59.36,4.63,6.61,71,tarde,polvoriento,3,52.35,0
A,1001,62.17,4.81,6.97,129,tarde,polvoriento,2,37.14,1
C,4590,84.8,4.76,5.41,89,manana,seco,2,55.62,0
C,5047,73.83,4.35,6.59,91,noche,polvoriento,2,41.27,0
A,6749,56.87,6.52,5.49,85,manana,seco,4,51.38,1
B,6425,52.02,4.7,7.13,158,manana,seco,3,45.02,0
A,4869,62.22,2.51,6.81,36,noche,polvoriento,2,38.94,0
A,2696,78.91,2.41,5.53,69,manana,humedo,3,43.16,0
A,3408,60.89,2.32,7.01,52,tarde,polvoriento,2,38.92,0
B,7348,80.64,2.86,6.72,110,tarde,humedo,4,56.79,0
B,4522,84.11,4.18,6.39,51,tarde,seco,3,44.24,0
A,5666,62.26,3.44,5.93,79,tarde,seco,4,39.17,0
A,4982,63.57,3.33,6.29,83,manana,humedo,1,42.11,0
B,9562,49.11,3.66,6.41,113,manana,seco,1,35.89,0
A,1419,67.52,,5.39,36,tarde,seco,2,42.28,0
A,6613,63.78,3.55,6.79,19,tarde,seco,2,52.78,1
A,8481,79.98,,6.91,80,tarde,polvoriento,4,40.37,0
B,7043,63.32,5.26,5.63,252,tarde,,2,40.25,0
B,9192,74.65,,5.77,135,tarde,seco,2,37.08,0
B,8165,66.87,4.21,6.81,179,noche,seco,4,44.74,0
A,4326,67.4,2.66,6.43,39,noche,seco,1,54.3,0
B,6979,74.63,2.37,6.45,107,noche,seco,3,47.59,0
A,1634,75.98,4.82,6.95,161,manana,humedo,4,51.83,0
C,1606,70.34,2.8,6.07,130,manana,humedo,1,42.49,0
C,4574,62.45,3.89,5.96,136,tarde,seco,4,68.4,0
A,2822,82.83,2.38,6.54,150,tarde,polvoriento,1,51.58,0
A,3675,76.41,6.02,6.35,98,manana,seco,1,45.88,0
A,3784,61.21,1.32,5.3,51,tarde,seco,2,35.89,0
C,2425,81.48,2.33,6.92,168,manana,seco,3,47.48,0
A,5053,67.82,3.74,6.75,112,manana,seco,3,30.13,0
A,4600,72.17,4.15,7.66,154,tarde,seco,2,44.25,1
A,7841,75.04,2.78,6.33,136,manana,humedo,3,32.92,0
B,5093,63.77,2.88,5.59,78,noche,seco,0,32.46,0
B,5724,60.24,3.85,5.41,36,tarde,seco,0,35.31,0
A,5522,73.3,,7.47,149,manana,seco,1,43.9,1
B,8974,57.21,3.66,4.96,49,noche,humedo,2,57.13,0
B,6346,69.62,5.71,6.53,136,manana,seco,1,43.52,0
A,3024,52.93,2.59,6.67,100,manana,polvoriento,3,40.04,0
B,7242,72.21,5.4,7.4,140,tarde,seco,3,42.59,0
C,200,75.17,2.85,6.89,53,manana,seco,2,47.01,0
A,3492,61.85,4.2,6.34,75,tarde,seco,3,37.44,0
C,8220,83.14,4.24,5.97,141,tarde,seco,3,47.13,0
B,4090,55.06,3.3,7.3,120,tarde,seco,2,45.2,0
A,7039,66.51,4.25,5.64,237,manana,polvoriento,4,46.83,0
B,2897,75.11,3.16,5.97,54,tarde,seco,2,46.19,0
A,6655,76.66,4.82,7.1,57,manana,seco,4,44.15,1
A,3334,68.76,3.34,6.19,22,noche,seco,0,51.13,0
B,8274,68.93,6.26,5.71,89,tarde,humedo,1,55.84,0
C,2486,62.38,4.16,6.59,109,tarde,seco,1,44.33,0
B,5568,69.67,3.95,5.48,56,noche,seco,2,41.89,0
C,6300,64.62,4.54,7.02,57,manana,seco,1,60.86,0
A,4889,67.8,3.64,5.93,92,noche,seco,3,51.99,0
A,3490,63.21,2.93,5.75,151,noche,polvoriento,8,44.63,0
B,3988,47.12,3.69,5.36,77,noche,polvoriento,0,39.03,0
A,8138,67.5,3.52,7.27,210,tarde,humedo,1,54.01,0
B,5879,62.33,2.73,5.45,61,tarde,humedo,2,43.11,0
C,4392,68.69,5.68,5.88,78,noche,seco,1,50.06,0
A,3650,86.72,2.89,7.68,185,manana,seco,2,43.24,0
A,4489,67.15,2.66,6.41,38,noche,seco,1,54.42,0
C,3489,84.53,4.48,7.59,203,tarde,seco,1,49.76,1
B,6165,69.82,3.28,5.84,93,noche,polvoriento,3,41.18,0
C,4866,73.12,4.68,6.22,66,manana,humedo,3,51.47,0
A,7480,62.33,5.27,6.99,60,noche,seco,1,59.85,0
B,212,70.13,2.42,5.49,28,noche,seco,0,47.71,0
B,3572,60.52,4.18,5.73,37,tarde,seco,1,57.12,0
C,4492,62.86,3.93,5.96,136,tarde,seco,4,68.45,0
A,4019,69.29,4.61,6.33,140,noche,seco,3,46.98,0
A,7063,66.03,4.3,5.66,238,manana,polvoriento,4,46.79,0
B,5716,60.48,3.79,5.37,36,tarde,seco,0,35.31,0
B,5009,79.29,2.22,6.58,106,manana,seco,1,50.98,0
A,3903,72.75,2.09,5.49,94,manana,seco,3,47.77,0
B,6931,60.82,4.23,5.73,26,tarde,seco,4,47.95,0
B,4047,55.37,3.29,7.28,117,tarde,seco,2,45.17,0
B,5503,66.7,4.61,6.47,125,noche,humedo,1,42.0,0
B,6640,70.65,3.24,5.45,28,manana,humedo,3,50.96,0
A,1885,68.97,2.25,8.07,70,tarde,seco,2,42.81,0
C,541,70.26,3.98,6.21,64,noche,polvoriento,1,48.85,0
B,7182,73.32,3.53,6.86,99,manana,seco,0,40.93,0
A,6380,76.9,3.71,6.21,45,tarde,seco,4,34.71,0
A,3375,63.93,4.12,6.75,126,tarde,humedo,0,33.54,0
C,3630,72.13,5.39,6.86,172,tarde,seco,2,47.93,0
C,1597,67.46,4.16,6.17,58,manana,polvoriento,1,62.3,0
B,7085,63.41,5.22,5.64,253,tarde,,2,39.94,0
C,9549,80.6,4.52,5.47,145,manana,humedo,0,49.44,0
A,5975,82.37,4.05,7.34,87,tarde,humedo,1,51.06,0
C,1915,85.89,5.79,6.2,149,tarde,seco,4,51.05,0
C,6926,75.18,3.12,8.28,85,tarde,polvoriento,2,55.32,0
C,6716,68.55,5.55,6.07,19,manana,seco,3,45.42,0
C,9253,75.43,5.32,5.45,113,tarde,humedo,3,53.47,0
C,2362,74.15,1.52,5.12,76,manana,seco,2,58.06,0
A,4799,61.33,3.34,6.51,82,noche,polvoriento,2,41.91,0
A,5863,66.91,4.1,8.28,46,manana,seco,1,38.81,0
A,3520,62.26,4.09,6.26,86,noche,humedo,4,54.6,0
C,8002,76.12,5.85,7.98,87,noche,seco,1,51.7,1
B,3982,61.55,3.77,5.31,45,noche,seco,1,47.04,0
C,6469,73.94,4.14,6.38,17,noche,seco,0,50.35,0
A,6070,59.91,4.31,6.42,30,tarde,seco,1,46.16,0
C,1693,79.76,3.52,6.48,42,manana,seco,0,50.79,0
A,7053,68.92,4.71,7.07,87,noche,seco,3,48.07,0
B,8074,61.93,4.17,6.38,32,manana,humedo,4,45.64,0
A,7840,68.49,4.4,6.21,61,manana,seco,2,47.51,0
C,8822,61.79,5.79,5.84,52,noche,polvoriento,3,46.86,1
A,3232,69.65,1.23,6.56,64,manana,humedo,2,39.47,0
B,5350,81.45,5.05,6.29,67,manana,humedo,2,48.97,0
B,4295,71.64,5.17,6.61,130,tarde,humedo,0,46.47,0
A,4859,72.82,3.54,7.48,34,noche,polvoriento,2,45.88,0
